item_id,text,label
'575794652818894848',live map of the cyclone httpAddress httpAddress,__lable__6
'575794656790900736',rt usrId our condolences and solidarity go out to the people of #vanuatu over the devastation of httpAddress support is needed usrId,__lable__5
'575794658648834049',rt usrId abc news reporting DD deaths httpAddress httpAddress #cyclonepam #tcpam usrId,__lable__3
'575794686058594304',vanuatu #cnn qld offers cyclone assistance to vanuatu 11news #com #au httpAddress,__lable__1
'575794708741382144',cyclone nathan smashes queensland httpAddress #australia,__lable__3
'575794727787741184',rt usrId let it goo let it goo pam pam pam pam,__lable__1
'575794750038605825',cyclone flattened the landscape in vanuatu s outer islands relief workers saw a flattened landscape and httpAddress httpAddress,__lable__4
'575794755147198464',rt usrId food alert all bottles of maxinutrition cyclone milk 302ml recalled due to choking httpAddress do not drink it . httpAddress,__lable__3
'575794807081070594',rt usrId charity office bake off for #cyclonepam #vanuatu some great food and lots of money raised ! #pbitteam usrId http,__lable__3
'575794812604973056',my prayers for those in vanuatu affected by cyclone httpAddress a beautiful nation httpAddress,__lable__4
'575794817520685057',bola hung around for D days and we had a metre of rain up the coast this thing will be all over in DD hours #cyclonepam,__lable__4
'575794831995183104',vanuatu s people rebuild world httpAddress,__lable__1
'575794861451837440',rt usrId signs of progress in #vanuatu after #cyclonepam but task of rebuilding remains httpAddress httpAddress httpAddress,__lable__4
'575794863431532544',rt usrId hope cyclone fans in louisville thursday for men s game will travel to lexington friday to watch cyclone women play dayton i,__lable__5
'575794865172320256',available as meal exchange at cyclone salad httpAddress,__lable__1
'575794867386720256',enable local women s groups step up gender based violence prevention efforts post cyclone pam httpAddress,__lable__4
'575794878203957248',rt usrId raf plane carrying aid for victims of cyclone pam arrives in vanuatu httpAddress httpAddress,__lable__5
'575794889658494977',oxfaminvanuatu some estimates suggest up to 98 of crops destroyed by #cyclonepam in httpAddress usrId,__lable__5
'575794899791912960',category D cyclone pam hits south pacifics vanuatu islands new york daily news,__lable__5
'575794910999117824',cyclone pam vanuatu s president blames climate change for extreme weather httpAddress,__lable__4
'575794913650020352',kicking bitches out the condo like pam f,__lable__1
'575794945996410880',foreign minister julie bishop vows continuing support in vanuatu after cyclone pam foreign minister julie bishop httpAddress,__lable__1
'575794963092520960',usrId idk pam you tell me a,__lable__1
'575794967043514369',rt usrId vanuatu official nation will run out of food in less than a week httpAddress,__lable__2
'575794977638236160',cyclone pam ploughs through pacific httpAddress,__lable__3
'575795006310645761',category D cyclone heads for vanuatu voice of america httpAddress,__lable__5
'575795106764210176',rt usrId 24 . kibe said na lie tell her to httpAddress i httpAddress we heard pam pam pam ! my legs gave way like a unilag girl who hears your,__lable__2
'575795120127275008',cyclone pam leaves a trail of devastation and death httpAddress,__lable__3
'575795125705576448',rt usrId usrId usrId we did have pam ayres on recently we re the gift that keeps on giving httpAddress,__lable__2
'575795201719078912',vanuatu won t be the last poor country devastated by climate change inaction httpAddress,__lable__4
'575795239031431168',rt usrId category D cyclone pam in the south pacific mtsat 4 infrared amp ; visible image animations httpAddress httpAddress,__lable__4
'575795299404378112',steve mcqueen s DD cyclone motorcycle sells for 775 02 httpAddress httpAddress #love #life,__lable__5
'575795376004816896',latest bbc news on #vanuatu first aid reaches islands ravaged by the httpAddress httpAddress,__lable__3
'575795389728604160',new caledonia 10th anniversary of tjibaou cultural centre sheetlet of 12v httpAddress httpAddress,__lable__4
'575795398381436928',pam russell amp ; susan hamilton talk about our nation in #crisis httpAddress #offbeatbusiness,__lable__1
'575795450344685569',rt usrId the death toll rises on the island of httpAddress sadly cyclone pam is likely to cause more harm in days to httpAddress httpAddress,__lable__5
'575795459383517186',court orders pam transport to pay DD former drivers 449k after violating the americans with disabilities httpAddress httpAddress,__lable__3
'575795467935748096',south pacific cyclone kills dozens httpAddress,__lable__5
'575795513842405377',rt usrId australian tourists relieved to return home from #vanuatu praise response of locals after #cyclonepam httpAddress,__lable__4
'575795523011112960',in vanuatu s hard hit tanna residents cowered from cyclone pam httpAddress,__lable__6
'575795535375769600',rt usrId unosat live map #vanuatu tropical httpAddress satellite image analysis showing effects of #pam httpAddress httpAddress,__lable__3
'575795584327622656',aid effort stepped up after monster vanuatu cyclone suva fiji afp cyclone devastated vanuatu declared httpAddress httpAddress,__lable__3
'575795589096538112',a series of screenshots i captured of cyclone pam forming and heading south from vanuatu to nz httpAddress httpAddress httpAddress,__lable__4
'575795594184294401',nrl combines with unicef on vanuatu appeal,__lable__3
'575795603801837568',rt usrId oscar s dance at jim and pam s wedding makes me laugh every time,__lable__5
'575795684772835328',vanuatu struggles to account for cyclone damage deaths httpAddress via ap #news,__lable__3
'575795691693338625',scottish world bank worker peter wallace helps ravaged islands clean up after cyclone pam httpAddress via usrId,__lable__1
'575795716850843649',rt usrId jim and pam are actual life goals httpAddress,__lable__6
'575795724337684482',is there any point in drying my hair before i cycle to work this morning ? #cyclonepam,__lable__2
'575795724731944961',rt usrId oxfam now preparing to respond to #cyclonepam after it unexpectedly veered west placing number of vanuatus islands dir,__lable__1
'575795880785154048',aid arrives in cyclone hit vanuatu httpAddress,__lable__1
'575795896920625152',rt usrId the latest four cyclone httpAddress #pam #nathan #olwyn #bavi httpAddress,__lable__1
'575795948284043264',aid heads for vanuatu after devastating pacific cyclone sydney reuters the first shipments of aid .. httpAddress #jdt03,__lable__5
'575795951475892224',rt usrId vanuatu faces food shortages after cyclone pam devastates crops httpAddress photo edgar sureuters httpAddress,__lable__3
'575796106036125696',aus med assistance team ausmat usrId leading #tcpam #portvila hospital help usrId reports #raonair httpAddress,__lable__2
'575796159303712769',rt usrId jim and pam are so cute lol,__lable__1
'575796218103660544',rt usrId watch our usrId c19 deliver aid to #vanuatu thanks to help from usrId usrId and usrId httpAddress,__lable__1
'575796220347727873',rt usrId latest update from usrId isso nihmei now on our live blog httpAddress httpAddress,__lable__2
'575796220733448192',cyclone pam one of the worst in pacific history causes widespread destruction in vanuatu httpAddress #latestnews,__lable__1
'575796241461813248',rt usrId pam pa goodvibes darren captivates singapore httpAddress,__lable__1
'575796284709208064',rt usrId canada expresses condolences following deadly cyclone in #vanuatu #cyclonepam httpAddress httpAddress,__lable__4
'575796338098634753',rt usrId canada expresses condolences following deadly cyclone in #vanuatu #cyclonepam httpAddress httpAddress,__lable__1
'575796389088788480',on usrId at 23g latest on #vanuatu update on #irantalks and our corr in #southsudan on race to deliver aid before the rainy season,__lable__1
'575796477982867456',how much do we really care ? vanuatu cyclone was a foretaste of the coming climate wars httpAddress,__lable__4
'575796582328590338',google news ca first aid teams reach vanuatu find widespread devastation reuters the httpAddress httpAddress #news #canada,__lable__4
'575796586715955202',the problem is everyone wants httpAddress wants their sign put on httpAddress vanuatu slams aid agencies httpAddress,__lable__1
'575796640767856640',#climatechange the bbc could have checked wikipedia for the truth about cyclone pam that it was evidence httpAddress httpAddress,__lable__1
'575796653900324864',we lost one small beautiful islet vasafua in funafuti atoll after httpAddress #tuvalu httpAddress,__lable__4
'575796661802418176',vanuatu struggles to account for cyclone damage deaths cyclone ravaged vanuatu struggles to determine scale of damage deaths as httpAddress,__lable__4
'575796792433901568',couples reveal how many people they ve had sex httpAddress gt ; gt ; httpAddress timeline #vanuatu #sri lanka #p httpAddress,__lable__2
'575796817889263616',rt usrId president of #vanuatu addresses #wcdrr with a heart that is heavy and calls for helping hand from all in #sendai httpAddress,__lable__2
'575796836784599040',vanuatu s president makes a leap in tying cyclone pam to climate change httpAddress via usrId httpAddress,__lable__4
'575796846825578496',rt usrId prayers up for my former cyclone basketball teammate rodney hampton who is currently in a coma at henry httpAddress httpAddress,__lable__2
'575796914609786880',rt usrId on the island of tanna in httpAddress after a cyclone last weekend aid is slowly arriving httpAddress httpAddress,__lable__4
'575796944041345025',from volcanoes to snorkeling a snapshot of vanuatu from volcanoes to snorkeling a snapshot of the south pacific s cyclone hit vanuatu,__lable__5
'575796973808304129',djcinnful is playing pam tillis shake the sugar tree,__lable__1
'575797026207592448',pam fuehrer and art rublin nominated for school board by sbnc httpAddress #joomla httpAddress,__lable__4
'575797057304166400',western australia braces for flooding as cyclone olwyn downgraded cyclone declared a category one storm but httpAddress httpAddress,__lable__2
'575797101910609920',rt usrId breaking news ! category D cyclone hits vanuatu in httpAddress wind damage and flooding are httpAddress httpAddress,__lable__4
'575797121640722433',#cyclone pam freshen up starts on #storm ravaged #vanuatu D days after cyclone pam folks httpAddress,__lable__3
'575797150501621762',#dmjeferson monster storm roars over vanuatu relief workers anticipate enormous humanitarian httpAddress httpAddress #dmjeferson,__lable__3
'575797155727740929',rt usrId vanuatu ranks 4nd globally for deaths per head of population due to disasters #cyclonepam httpAddress http,__lable__1
'575797158470885376',#vanuatu presidents says monster cyclone has set #vanuatudevelopment httpAddress httpAddress httpAddress,__lable__6
'575797183406022658',rt usrId httpAddress cyclone pam #cyclonepam first deaths confirmed after tropical cyclone pam roars over vanuat htt,__lable__2
'575797255782924288',rt usrId httpAddress cyclone pam #cyclonepam first deaths confirmed after tropical cyclone pam roars over vanuat htt,__lable__4
'575797307435827200',rt usrId humanitarian workers reported unbelievable destruction in port vila vanuatu after a powerful cyclone brought crashing,__lable__4
'575797312083001344',rt usrId heres how to help #vanuatu where some of the pacifics poorest residents have been hit hard by #tropicalcyclonepam httpAddress,__lable__1
'575797415682392064',rt usrId please if you can spare anything if you havent yet nzrc pacific disaster fund httpAddress or unicef httpAddress,__lable__1
'575797427602591744',was #cyclonepam #weatherwarfare ? #climateengineering onslaught wreaking havoc on all life httpAddress usrId usrId,__lable__5
'575797486247276544',rt usrId oxfam australia 92 of housing in vanuatu s capital city seriously damaged by #cyclonepam httpAddress httpAddress,__lable__2
'575797496678629376',cyclone devastation forcing vanuatu to start anew president says an aerial view of damaged houses in seen on march 18 DD in port vila,__lable__4
'575797581181153280',rt usrId #tcpam my interview this morning on usrId usrId usrId usrId httpAddress,__lable__3
'575797591322943488',new post cyclone pam leaves devastation in vanuatu DD confirmed killed httpAddress,__lable__3
'575797601536094208',DD road warrior DD by cyclone side patio toy hauler D bathrooms must see rv full rea httpAddress httpAddress,__lable__1
'575797689415168000',intence tropical cyclone pam causing httpAddress httpAddress,__lable__5
'575797714845216768',rt usrId volvo ocean race knut frostad on the cyclone and other matters volvo #volvooceanrace #vor httpAddress httpAddress,__lable__3
'575797747233615872',sending thoughts amp ; prayers out to the people of vanuatu #prayforvanuatu,__lable__3
'575797768389849088',rt usrId httpAddress cyclone olwyn #cycloneolwyn cyclone olwyn recovery efforts hampered as critical infrastructure,__lable__5
'575797771007062017',rt usrId unicef ships emergency supplies for #cyclonepam affected children in vanuatu httpAddress httpAddress,__lable__5
'575797776618946560',rt usrId httpAddress chartering a cargo flight of relief supplies for #cyclonepam victims in httpAddress pray for the victi,__lable__1
'575797814623539200',cyclone pam aid flights arrive in storm ravaged vanuatu the first shipments of aid landed in vanuatu on httpAddress httpAddress,__lable__1
'575797907745599488',cyclone pam vanuatu residents find homes blown away httpAddress rt usrId httpAddress,__lable__4
'575797947289354240',rt usrId this is my way to give back karl is among volunteers helping get school kits to children in #vanuatu httpAddress usrId,__lable__1
'575798012733210624',usrId hope you are httpAddress it seems the cyclone is tracking closer to nz .,__lable__5
'575798059210313729',rt usrId httpAddress cyclone pam #cyclonepam vanuatu cyclone dozens feared dead DD capital region aus canberra,__lable__4
'575798093691678721',usrId awh happy birthday pam !! c a 11,__lable__5
'575798116080730115',abc appeals httpAddress #vanuatu #cyclonepam #donate,__lable__5
'575798171957391362',utter devastation found on remote vanuatu islands hit by cyclone relief workers saw a flattened landscape httpAddress httpAddress,__lable__1
'575798179054010368',where some #auckland dogs spent cyclone httpAddress live every httpAddress pls sign to end life chaining httpAddress httpAddress,__lable__1
'575798224264503298',6 . friday the 13th 7 . vanuatu 8 . kenny stills new 9 . kentucky basketball 12 . listeria new,__lable__4
'575798463822176256',rt usrId immediate priorities after #cyclonepam first aid food safe water httpAddress our appeal httpAddress,__lable__1
'575798529836388352',telnet attacked from httpAddress nc new caledonia,__lable__4
'575798620139597824',today was a good day 7 happy birthday momma pam ! i love you d #lunch #manipedi #movies #dinner httpAddress,__lable__5
'575798655258660864',jim and pam are so cute i am crying,__lable__5
'575798703195213824',rt usrId #vanuatu #solomonislands and #fiji stay httpAddress httpAddress,__lable__6
'575798735399219201',expect bill o reilly to tell us how many lives he personally saved in the vanuatu typhoon over the httpAddress,__lable__4
'575798751534653442',cat D monster cyclone pam tore through pacific islands worst in history catastrophic damage 90 homes destroyed #predictions 203D,__lable__5
'575798858254393344',south pacifics vanuatu hammered by DD mph tropical cyclone httpAddress httpAddress,__lable__1
'575798940014133248',rt usrId httpAddress tropical cyclone pam becomes category D storm slams vanuatu capital #cyclonepam DD,__lable__5
'575799035208024064',cyclone pam tears through vanuatu httpAddress via usrId,__lable__1
'575799260362375169',what are you doing to help vanuatu ? usrId usrId usrId usrId,__lable__1
'575799315777499136',climate change aggravating cyclone damage scientists say httpAddress,__lable__4
'575799422652661760',i need pam for this one,__lable__4
'575799430953103360',rt usrId see images from #vanuatu after the immensely powerful cyclone pam hit dead on httpAddress via usrId,__lable__1
'575799478654889984',video i loved this show and i loved pam ! love the work kristin bauer van straten is doing as maleficent httpAddress httpAddress,__lable__1
'575799480118820866',cyclone devastates pacific islands httpAddress,__lable__4
'575799522409848833',rt usrId #tcpam family in vila estimates it will take at least D months for food to grow back very scared where food is going to come,__lable__1
'575799524989497344',rt usrId images of destruction are emerging from our colleagues on the ground in port vila httpAddress #cyclonepam #tcpam httpAddress,__lable__5
'575799530731372544',httpAddress speaks to andrea swinburne jones from usrId as she coaches her aid workers through the cyclone httpAddress,__lable__1
'575799532102901761',teambebelovers ht for today 9james reid for centurytuna bods 11jadine danceprod forasap httpAddress,__lable__6
'575799538390163456',rt usrId how can we fix indian country with afn mafia like pam palmater and phil fontaine leading our people astray for personal ga,__lable__2
'575799539744952320',rt usrId it was like a velociraptor says australians who survived cyclone pam in httpAddress httpAddress,__lable__4
'575799583629946880',#wearethepeople julie bishop lands in vanuatu to support cyclone pam recovery effort sydney morning herald httpAddress,__lable__1
'575799683286618113',rt usrId cyclone and done nation,__lable__1
'575799691142557696',rt usrId new episode ! dr. pam ronald in taking #genetics from bench to #farm studying crop resistance to disease amp ; stress httpAddress,__lable__5
'575799910332657666',rt usrId shouldn t we be deploying the nzdf to vanuatu rather than iraq ? its the mission they exist httpAddress,__lable__5
'575799933867024386',photosnews vanuatu president says nation must start anew after cyclone vanuatu s president says the small south pacific nation httpAddress,__lable__2
'575799967014608896',learning about planned giving with gene tempel pam davidson and scott walters httpAddress,__lable__4
'575800006831030272',omg jim and pam are together ! #toocute #usoffice #afewyearsbehind,__lable__4
'575800027341328384',rt usrId #tropicalcyclone #pam #socialmedia reveals scale of devastation httpAddress via usrId #retweet #topic #tropi,__lable__1
'575800046198747136',gt ; cyclone pam supplies begin to reach survivors on httpAddress,__lable__1
'575800057682853888',usrId thanks for the follow httpAddress,__lable__6
'575800076250972160',rt usrId rt usrId whats the latest with #cyclonepam ? #worldvisions chloe morrison from #vanuatu will be speaking with usrId,__lable__1
'575800142311374850',support the usrId emergency relief fund to assist vanuatu communities hit by #cyclonepam httpAddress #health,__lable__4
'575800159424094210',fears of food shortages in vanuatu as huge damage revealed vanuatu warned tuesday it faces imminent food shortages as accounts httpAddress,__lable__2
'575800168022306816',pam 42mm white dial mm automatic power reserve at D watch marina parnis militare full re httpAddress httpAddress,__lable__4
'575800179372195841',irish examinertropical cyclone pam aid from australia and new zealand arrives in vanuatu httpAddress onlinemuch needed aid and relief httpAddress,__lable__6
'575800190029815810',rt usrId httpAddress vanuatu #vanuatu icac witness jeff mccloy makes 1 million donation to vanuatu disaster appeal 4,__lable__4
'575800200750465024',cyclone pam menaces vanuatu httpAddress #cnnews #cnn #news,__lable__5
'575800272972206080',tropical cyclone pam hits vanuatu httpAddress,__lable__4
'575800273312092161',usrId nz rugby supports usrId to assist the people of vanuatu following cyclone httpAddress you #3 in new zealand httpAddress,__lable__5
'575800367536955392',rt usrId aid workers say D confirmed dead after massive cyclone tore through vanuatu with many more dead expected httpAddress,__lable__3
'575800435274989569',atom convince pam to get him his own hotel httpAddress d d d #party,__lable__4
'575800458004074496',rt usrId in disaster risk conference in japan as #vanuatu suffers more urgency needed on climate world bank httpAddress,__lable__4
'575800476077277184',state of emergency declared in vanuatu after most of the population is made homeless by cyclone pam httpAddress,__lable__6
'575800498646859776',rt usrId cyclone pam very httpAddress clearing out eye is only hurdle to 150 162 knots and sub DD mb httpAddress httpAddress,__lable__5
'575800521614712833',how to pronounce george tenet it s greek week DD #vanuatu #rollingstones #euro httpAddress,__lable__3
'575800527826477056',liar mt billmckibben ap vanuatu cyclone tragedy driving home the risks of climate change for the world s poor httpAddress,__lable__1
'575800541395054592',rt usrId life lesson from pam #4 it s all shits and giggles until someone giggles and httpAddress,__lable__4
'575800550563807232',cyclone pam even my hotel is shaking #hazard httpAddress,__lable__5
'575812723017035776',it was almost like a beast had been unleashed cyclone pam tears through tiny pacific archipelago of httpAddress httpAddress,__lable__2
'575838641450131456',rt usrId entire families have been displaced in #vanuatu after httpAddress they need our help httpAddress httpAddress,__lable__4
'575842316755288064',rt usrId #cyclonepam batters httpAddress we ll find out in the morning quite how httpAddress httpAddress,__lable__5
'575857740347740160',rt usrId on of my favorite group photos of all of us . httpAddress jim s wedding httpAddress httpAddress,__lable__3
'575875135288160256',cyclone #pam update from field httpAddress disaster response efforts httpAddress #nazarene #pray usrId usrId usrId httpAddress,__lable__5
'575875141734793217',new caledonia fruit D sheetlets of 25v each sg #1426 mi #1446 50 sale at face valu httpAddress httpAddress,__lable__2
'575875147036426240',cyclone devastates south pacific islands of vanuatu bbc news bbc news cyclone httpAddress #orwine,__lable__3
'575893228257333249',vanuatu air vanuatu flights resume to normal schedules after cyclone pam,__lable__4
'575914148166377473',tropical cyclone pam rips islands ; many people vulnerable httpAddress,__lable__5
575736037986578433',lmaoo you are special httpAddress pam e chic usrId httpAddress whats in that out of bounds httpAddress i want to go there 2,__lable__1
576322101486886912',it is currently mostly cloudy in charlotte new caledonia with a temperature of 58f httpAddress #forecast httpAddress,__lable__4
576322102548135936',rt usrId httpAddress act like i won t 4 piece her,__lable__4
576322420002463744',content islands of vanuatu now in need we have everything we httpAddress httpAddress,__lable__4
576322735011471360',rt usrId stanley is scared about the cyclone tomorrow #cats #meow #cyclone #hawkesbay #cat #bed #mo httpAddress httpAddress,__lable__4
576323042986475520',rt usrId statue of mary in port villa httpAddress our prayers are with the people of vanuatu after a massive cyclone httpAddress httpAddress,__lable__6
576323145537228800',kingdom of the netherlands announced it will make a contribution of 500 02 to help people of #vanuatu #cyclonepam httpAddress,__lable__4
576323219445035009',rt usrId nearly 62k children in #vanuatu need immediate assistance following destruction caused by #cyclonepam httpAddress,__lable__6
576324757471232000',rt usrId ladies and gentlemen we are living in the golden age of cyclone basketball ! #cyclonenation,__lable__2
576324911922204672',rt usrId grave fears remain for those on outer islands of #vanuatu with little or no protection from the 252kmh httpAddress donate htt,__lable__3
576325219536625665',rt usrId from the bowels of sprint all we hear is #cyclone fans stomping to the chant of let s go state ! like the building s comi,__lable__6
576326787652784128',rt usrId cyclone pam slams into the south pacific archipelago of vanuatu leaving complete devastation httpAddress httpAddress,__lable__1
576327226687246336',rt usrId #canberra teen zoe marshall found safe and well on island in #vanuatu hit by #cyclonepam httpAddress httpAddress,__lable__4
576328227607736320',rt usrId snapshot foreign military assets deployed to support #humanitarian response #vanuatu #tcpam httpAddress httpAddress,__lable__4
576328281324175360',images of vast removal of plant life on islands in vanuatu after pam httpAddress,__lable__6
576328425960521728',what if gina would ve listened to pam ?,__lable__4
576328429576065024',banci engbot banci seeing a police bureau pam praj in a razia be like i know you were trouble when you walk in,__lable__4
576329125234761728',cyclone devastation in vanuatu like a bomb httpAddress,__lable__4
576329137805127680',thanks pam ke ya leboga a a pammibu happy birthday usrId god bless,__lable__4
576330243134210048',cyclone pam causes devastation across #vanuatu usrId #tcpam #cyclonepam httpAddress,__lable__1
576330789899657216',rt usrId category D cyclone pam may cause major damage in vanuatu httpAddress #cyclonepam,__lable__4
576330937924993024',vanuatu president calls for immediate help as monster cyclone damage assessed httpAddress httpAddress #marijuana #cannabis,__lable__4
576331469775306752',rt usrId sending aid workers funds 1 302 tarpaulins amp ; DD first aid kits on their way to vanuatu #cyclonepam to donate httpAddress,__lable__5
576332040460718080',rt usrId my thoughts w my former usrId colleagues from amp ; all back in #vanuatu in wake of #cyclonepam httpAddress cc usrId,__lable__3
576332394363379712',pam s letter to httpAddress clara d d d,__lable__4
576332956177817600',rt usrId httpAddress #cycloneolwyn cyclone olwyn chevron workers slept on concrete floor cardboard as cyclone olwyn,__lable__4
576333099790790656',official usrId update on #tcpam 19 02 households estimated to need food aid across httpAddress #auspol httpAddress,__lable__4
576333245370904576',rt usrId cyclone pam vanuatu needs food vanuatu urgently needs food and relief supplies officials say as teams httpAddress httpAddress,__lable__4
576333430620704768',rt usrId httpAddress cyclone olwyn #cycloneolwyn cyclone olwyn weakens but still threatens update west australia,__lable__4
576334008298115073',vanuatu appeals for aid after cyclone pam un preparing major relief operation as island nation is hit by one of .. httpAddress,__lable__1
576334480593461249',rt usrId httpAddress cyclone pam #cyclonepam cyclone pam dozens feared dead in vanuatu DD queensland aus gold coast,__lable__6
576334938183634944',rt usrId praying for those who got hit by cyclone pam #vote7sos #kca,__lable__4
576335718785527809',rt usrId httpAddress #vanuatu vanuatu president calls for help after cyclone destruction vanuatu england gbr li httpAddress,__lable__4
576335781024808960',rt usrId #dart4vanuatu httpAddress sitrep DD march httpAddress wash shelter food,__lable__6
576336570174689280',rt usrId how is the int l community responding in #vanuatu ? see our crisis flash for info httpAddress #cyclonepam httpAddress,__lable__6
576337548403834880',i can do it . the positive of having doubles u remember many take it easy we breathe in . ma classical we pam paramtah httpAddress and gone,__lable__4
576337672244981760',relief crews try to reach cyclone victims in vanuatu voice of america voice of americarelief crews try to httpAddress httpAddress,__lable__1
576339094147457024',rt usrId #australia helps transport wfp high energy biscuits from the philippines to #vanuatu for #tcpam httpAddress httpAddress,__lable__4
576339867702951936',rt usrId i m not emotionally stable enough to watch jim and pam go through a rough httpAddress,__lable__4
576340056773955584',usrId inspired #makeup today #sephora #onceuponatime #trueblood #pam #maleficent #kristinbauer httpAddress,__lable__4
576340057583411200',100 02 people likely homeless after monster cyclone hits vanuatu httpAddress httpAddress via usrId,__lable__4
576340146385121280',cyclone #nathan #to #become #category #5 #system #cyclone #nathan #cyclonenathan httpAddress f,__lable__4
576341007366754304',rt usrId follow usrId for updates on our response in #vanuatu following the devastating httpAddress httpAddress,__lable__4
576342027182456832',#hicrush #thedress #kca #gameinsight #rt #follow #vote7sos vanuatu country profile httpAddress,__lable__4
576342630860124161',condor us1020 molle tactical cyclone lightweight plate carrier black us1020 004 httpAddress httpAddress,__lable__4
576342678662688768',rt usrId cyclone devastates httpAddress . australia s red cross on their way to help thousands httpAddress #newsroom,__lable__4
576343114463363072',rt usrId httpAddress volvo ocean race postpones start due to tropical cyclone pam #cyclonepam DD httpAddress,__lable__6
576343692736225280',usrId good morning pam,__lable__4
576343844427550720',catastrophic damage feared in tiny vanuatu after category D cyclone pam httpAddress #technology,__lable__4
576344478459498496',random spam httpAddress cyclone joker httpAddress,__lable__4
576344661335281664',rt usrId the destruction of cyclone pam in pictures httpAddress httpAddress,__lable__6
576345153520017408',#nigeriandailynews australia offers support after cyclone pam hits vanuatu vanuatu has been offered httpAddress httpAddress #news,__lable__4
576345714390884352',monster storm destroys 92 archipelagos building president baldwin vanuatus president baldwin lonsdale httpAddress httpAddress,__lable__6
576345983300202496',rt usrId vanuatu before cyclone httpAddress go there on #thewonderlist tonight at 11p et . how you can help httpAddress http,__lable__4
576346275450220544',mother still awaits news of daughter missing after cyclone pam httpAddress #abcnews,__lable__4
576347489294417920',usrId you re welcome pam,__lable__6
576347885698195456',rt usrId vanuatu president breaks down while describing cyclone devastation httpAddress via usrId #cyclonepam #vanuatu,__lable__4
576347991612596224',rt usrId now in #vanuatu usrId high energy biscuits airlifted by httpAddress #cyclonepam #tcpam httpAddress,__lable__6
576348045371154432',rt usrId httpAddress cyclone pam DD at risk from direct hit on vanuatu #cyclonepam DD,__lable__4
576348116103790592',usrId is it because they move their bodies like a cyclone ?,__lable__1
576348760432775168',rt usrId cyclone pam is one of the most powerful storms ever recorded in the south pacific httpAddress,__lable__4
576349905524011009',rt reuters aid teams report devastation and death after vanuatu cyclone httpAddress,__lable__1
576349996229926912',rt usrId many people now lack the basics of life clean water food and httpAddress #vanuatu needs our httpAddress,__lable__6
576350021186142210',rt usrId press release extra humanitarian experts deployed to help vanuatu uk funding confirmed for red cross httpAddress httpAddress,__lable__6
576351082286190593',rt usrId breaking news due to cyclone pam leg D start is postponed until monday 14 02 nz httpAddress more info to follow ! #vor http,__lable__6
576351374952235008',south pacific cyclone kills dozens the un relief agency says there are reports of more than DD deaths httpAddress httpAddress,__lable__1
576352009722294272',vanuatu vanuatu paama proportion of housing units equipped with unimproved drinking water sources by enumerat httpAddress,__lable__6
576352016462659584',rt usrId usrId usrId usrId wonder how many ak47s supplied by mi8 cia under operation cyclone are still b,__lable__4
576352044082196480',looking forward to a good old brass pig amp ; pam pam s night it s been a httpAddress 9 8,__lable__5
576352385456611328',rt usrId #savethechildren has launched an urgent appeal for funds to help children and their families #vanuatu #cyclonepam https,__lable__1
576352503089926145',rt usrId iris though 2 2 2 4 and pam #isibaya,__lable__6
576352627451101184',usrId usrId usrId usrId usrId usrId usrId usrId usrId lt ; lt ; thanks httpAddress reach out and touch someone 4day,__lable__4
576352922419658752',rt usrId aid effort underway as vanuatu assesses storm s damage httpAddress,__lable__6
576354332553011200',vanuatu #mgwv vanuatu conditions more difficult than philippines typhoon business insider httpAddress,__lable__6
576354657477472256',vanuatu reeling as cyclone descends on pacific islands httpAddress httpAddress,__lable__4
576354957915389952',cyclone pam leaves trail of destruction in pacific s vanuatu httpAddress,__lable__6
576355505771253760',rt usrId httpAddress cyclone hits island nation of vanuatu killing D #vanuatu DD httpAddress,__lable__4
576355966876270593',rt usrId usrId #goblazers usrId usrId go blazers beat httpAddress spann is the man to stop a httpAddress httpAddress,__lable__4
576356091753185280',rt usrId httpAddress #video #cyclone #pam causes heavy #damage in #portvila #vanuatu DD DD DD #cyclonepam,__lable__4
576356177933529088',mt usrId #vanuatu cyclone proof buildings badly damaged 102s in light shelters may be affected redcross sending tarps #tcpam #hmrd,__lable__4
576356299618672640',itg amp ; edtech members alina nevins pam patterson and ed o neill presenting blogging 3.2 at nercomp next week #interactivecrownstreet,__lable__4
576357239948066816',httpAddress #news over 92 houses destroyed as monster cyclone pam struck vanuatu zee news,__lable__6
576358311618088960',i forget how much i hate debating with pam until i debate with pam 4,__lable__6
576358462998724608',artist tara mcdonald httpAddress snoop dogg title vay k the remixes label digital distribution vanuatu httpAddress # # 5,__lable__6
576361469115158528',rt usrId one of the latest images of #cyclonepam from httpAddress absolutely httpAddress usrId httpAddress,__lable__6
576362132025032704',#un #vanuatu httpAddress fears the worst after typhoon batters vanuatu httpAddress #news #science #calamity #climate #cyclone,__lable__6
576363198317654016',rt usrId httpAddress cyclone olwyn #cycloneolwyn cyclone olwyn continues to weaken update new south wales au htt,__lable__6
576363396406190080',race to aid vanuatu cyclone victims aid agencies in vanuatu say they are stepping up efforts to reach remote .. httpAddress,__lable__6
576363439888547841',rt usrId happy pam day !! my bestest friend in the whole wide world xx httpAddress,__lable__4
576364654709993472',vanuatu pres says nation must start anew after cyclone ap httpAddress abrupt climate change httpAddress #population,__lable__4
576364946088296448',rt usrId possibly the worst cyclone in the pacifics history has lead to unbelievable destruction in vanuatu httpAddress,__lable__6
